,F152,F153,F157,F159,F16,F185,F187,F198,F200,F201,F206,F209,F21,F244,F245,F246,F252,F26,F273,F287,F292,F319,F32,F321,F33,F334,F337,F34,F342,F345,F347,F35,F382,F383,F384,F39,F4,F407,F411,F413,F425,F426,F457,F459,F46,F470,F471,F474,F476,F478,F516,F517,F518,F524,F525,F550,F551,F553,F554,F556,F557,F569,F572,F573,F574,F576,F577,F578,F72,F74
1213,0.2928,0.0064,,1027.0,10.0701,5.4,16.46,0.386,19.0,3.66,0.0,0.0,-5912.0,0.0011,0.7028,4.1746,2.6845,1.9745,19.0276,0.1015,,7.606,84.3569,1.6512,8.322,0.1335,1.3325,50.4013,0.0,,0.0,64.5182,0.0003,0.2485,1.2919,117.9034,1.2736,1.0309,2.384,7.2979,2.9077,0.6509,3.9913,2.6022,739.6681,3.7138,7.9037,12.3484,11.2528,0.0,0.1129,0.6905,1.8153,4.6314,3.37,17.75,1.18,9.0178,0.4412,4.3505,1.6473,35.6045,7.99,0.2378,2.6686,1.5024,12.3221,0.0195,,0.0
1214,0.3228,0.0114,,305.0,9.5304,6.24,20.67,1.159,21.88,15.73,0.0,0.0,-5441.25,,,,3.5845,1.9712,19.0276,0.1144,,9.6792,85.9331,1.6443,8.8215,0.318,4.4625,50.6088,0.0,,0.0,64.054,,,,118.5238,1.2736,1.0309,2.384,7.2979,3.3871,1.1707,4.3558,3.2452,739.9475,11.3193,21.8646,50.8436,38.2922,0.0,,,,6.1344,7.9637,10.5,1.25,4.3433,0.5503,2.6097,1.5493,36.5449,6.24,0.2848,2.1791,1.1805,12.8307,0.0085,,0.0
1215,0.1888,0.0136,,1113.0,9.8726,3.58,15.38,0.259,18.39,7.0,0.0,0.0,-5711.75,,,,4.4908,2.0228,18.6376,0.069,,7.9394,84.052,1.2784,8.8581,0.0799,2.1277,50.137,0.0,,0.0,64.6559,,,,117.8936,0.7992,1.0309,2.2535,16.4838,1.9125,1.4069,2.5247,2.4735,719.0714,2.4255,5.9129,28.7546,43.2857,0.0,,,,7.5393,3.988,16.23,0.87,7.0941,0.3417,4.0671,1.1829,12.957,10.63,0.2428,3.6826,2.0011,10.8309,,,0.0
1216,0.2437,0.013,,755.0,10.0435,6.54,21.04,0.25,22.75,3.95,0.0,0.0,-5545.25,,,,3.5911,2.022,19.0276,0.0818,,9.6752,85.549,1.9653,8.7556,0.0832,1.3512,50.6729,0.0,,0.0,64.0533,,,,118.0222,1.2736,1.0309,2.384,7.2979,2.4266,1.3407,4.6948,3.285,747.5057,2.3931,9.0638,25.4706,4.0633,0.0,,,,6.1395,8.7736,18.8,1.05,9.2395,0.4536,4.6059,1.4297,15.4662,5.64,0.1785,1.8358,1.0627,9.5553,0.0293,,0.0
1217,0.2375,0.0055,,411.0,10.1615,3.99,18.83,0.532,18.97,11.95,0.0,0.0,-5316.25,0.0016,0.4454,2.883,1.4532,1.9758,19.7334,0.0787,,9.6761,85.9801,1.3514,8.662,0.1442,3.2183,50.5853,0.0,,0.0,63.8972,0.0005,0.1352,0.7888,118.484,1.8881,1.4555,2.5422,42.1436,2.3371,0.5621,2.7847,2.9403,745.5926,5.2034,19.1608,38.3228,17.0886,0.0,0.1645,0.4363,1.2496,2.463,4.4529,11.25,1.36,5.1333,0.5975,2.7861,1.8016,15.4662,6.24,0.2848,2.1791,1.1805,12.8307,,,0.0
1218,0.2361,0.0066,,896.0,10.0331,7.91,21.94,0.59,15.49,10.21,0.0,0.0,-5560.25,,,,1.5599,1.9962,19.0276,0.0907,,9.3937,86.4072,2.5703,9.4749,0.1532,2.8429,50.7914,0.0,,0.0,64.2671,,,,118.7224,1.2736,1.0309,2.384,7.2979,2.3535,0.672,5.9762,3.4944,739.4269,5.7947,14.2693,35.048,20.2433,0.0,,,,2.6269,5.7724,15.65,1.92,7.2468,0.7507,3.891,2.3344,15.4662,5.71,0.2796,1.565,1.0746,13.7332,,,0.0
1219,1.2092,0.0048,,958.0,9.4517,4.53,18.47,0.272,18.35,9.13,0.0,0.0,-5357.25,0.0019,0.7659,5.1996,3.9151,1.9857,21.0481,0.342,,7.4184,86.2967,1.6724,8.7646,0.0744,2.6142,50.5526,0.0,6.3794,0.0,64.2989,0.0006,0.2243,1.688,118.6604,2.1422,0.5492,2.7141,22.5556,12.7932,0.4922,3.2371,2.9442,730.0831,2.6077,6.0473,47.2818,9.9816,0.0,0.1983,0.7542,2.2614,6.6741,5.8671,14.53,1.33,6.7381,0.5058,3.6251,1.8156,38.1926,9.66,0.2474,3.2073,1.8176,12.6151,0.0109,152.1005,0.0
1220,0.2471,0.0052,0.0381,334.0,10.5824,6.5,16.03,0.552,16.0,3.86,0.0,0.0,-5100.0,,,,2.0603,1.9768,18.6107,0.0816,0.011,6.7496,85.04,1.9051,8.8097,0.1543,1.1647,50.3142,0.0,,0.0,64.1009,,,,119.0374,2.1717,1.4555,2.2951,18.6989,2.335,0.5319,4.7878,2.5747,728.0349,5.2141,8.8622,12.3948,10.6173,0.0,,,,3.6854,6.5025,19.06,0.8,8.7853,0.3256,4.6916,1.0799,23.4613,6.95,0.2234,2.229,1.3144,11.28,0.0207,,0.0
1221,0.3642,0.0119,0.0247,729.0,10.1999,4.59,16.96,0.638,13.1,8.06,0.0,0.0,-5498.75,,,,3.9072,2.0092,19.0276,0.1174,0.0072,4.6299,85.3182,1.6837,8.5298,0.1779,2.0054,50.8422,0.0,3.9844,0.0,64.3121,,,,115.8094,1.2736,1.357,2.384,7.2979,3.5704,1.2209,3.0976,2.6333,737.2976,5.9238,7.562,35.1199,18.6238,0.0,,,,6.9073,4.6833,17.07,1.76,7.9958,0.6823,4.3231,2.1745,27.707,8.46,0.3885,2.7216,1.6032,19.3112,,164.698,0.0
1222,0.2746,0.0134,,608.0,9.6093,7.53,20.01,0.499,20.05,10.35,0.0,0.0,-5597.75,0.0019,1.4709,3.3246,3.1231,1.9697,19.705,0.0982,,9.6298,83.7266,2.3308,8.3808,0.1369,2.7874,50.5171,0.0,6.4958,0.0,64.7177,0.0006,0.4245,1.3411,118.6924,0.9402,1.357,2.5167,14.4775,2.8579,1.3807,5.4501,3.161,739.3696,4.9813,16.9503,35.4301,25.4275,0.0,0.1981,1.4436,1.4491,5.5357,5.5045,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,6.24,0.2848,2.1791,1.1805,12.8307,,156.4818,0.0
1223,0.5416,0.0137,,1524.0,9.9706,6.16,23.61,0.498,14.72,10.56,0.0,0.0,-5138.5,0.0012,1.1208,2.5122,3.1122,1.9995,19.705,0.1566,,9.3547,86.901,1.994,8.7782,0.1441,2.6396,50.6355,0.0,7.9505,0.0,63.9707,0.0005,0.3959,0.8096,118.056,0.9402,1.357,2.5167,14.4775,5.4322,1.4069,4.3522,3.8002,720.2887,4.7762,21.8315,67.8331,32.9271,0.0,0.1265,1.1096,1.0922,5.6108,5.9583,14.53,1.33,6.7381,0.5058,3.6251,1.8156,21.0873,9.92,0.2944,3.4462,1.8705,14.5257,,153.6057,0.0
1224,0.4039,0.0076,,925.0,9.8519,2.58,15.37,0.286,18.92,10.2,0.0,0.0,-5552.0,0.0013,1.0097,5.05,1.6521,1.9828,18.5843,0.1307,,7.175,85.4344,0.8882,8.7037,0.0953,2.9398,50.6411,0.0,4.8429,0.0,64.0021,0.0005,0.3578,1.6247,118.0692,0.8725,1.1293,2.4089,14.2066,4.0999,0.7818,1.812,2.4061,741.2151,2.7545,6.1367,43.0087,16.2164,0.0,0.1298,0.9958,2.2049,2.8358,4.8277,23.43,0.79,10.4666,0.2953,5.7247,1.085,15.4662,6.24,0.2848,2.1791,1.1805,12.8307,,162.8506,0.0
1225,0.3712,0.0065,,215.0,9.8188,6.17,17.81,0.838,23.46,20.13,0.0,0.0,-5523.25,0.0044,1.5083,1.913,3.8642,1.9923,18.2407,0.1269,,8.6052,85.7546,1.7477,8.7402,0.2325,5.5177,50.663,0.0,9.4772,0.0,64.4204,0.0015,0.4478,0.7376,118.4724,1.3369,1.1293,2.114,7.0193,3.7806,0.6628,4.1577,2.8544,714.227,7.8902,31.8095,102.2423,17.7859,0.0,0.4527,1.4938,0.8311,6.6183,7.6278,14.95,0.82,6.7247,0.3373,3.723,1.1198,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,,146.1844,0.0
1226,0.3608,0.0139,,773.0,9.7901,4.51,19.73,0.236,20.34,6.42,0.0,0.0,-5609.5,0.002,0.4187,3.6976,1.9898,1.9567,18.2407,0.1208,,8.6013,83.7266,1.2941,8.3808,0.0725,1.7764,50.5171,0.0,3.6668,0.0,64.7177,0.0006,0.1479,1.1219,118.6924,1.3369,1.1293,2.114,7.0193,3.6854,1.4327,3.1381,3.1375,726.4209,2.241,7.707,40.764,13.2423,0.0,0.1988,0.4139,1.603,3.5341,10.9668,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,5.71,0.2796,1.565,1.0746,13.7332,0.0102,148.7019,0.0
1227,0.3412,0.0105,0.0162,686.0,9.714,6.01,15.92,0.268,23.86,9.44,0.0,0.0,-5261.25,,,,2.1536,1.9968,19.705,0.1111,0.0057,8.548,86.9779,1.7585,8.8356,0.098,2.7887,50.6527,0.0,5.9333,0.0,63.9719,,,,118.253,0.9402,1.357,2.5167,14.4775,3.5122,1.0768,4.1473,2.5305,725.6157,2.5298,9.0874,62.1873,11.5771,0.0,,,,3.6908,4.9565,14.53,1.33,6.7381,0.5058,3.6251,1.8156,13.9987,5.65,0.1416,1.8871,1.0597,13.1807,,150.545,0.0
1228,0.3942,0.0143,,406.0,9.0454,9.42,10.41,1.222,24.21,12.9,0.0,0.0,-5370.5,0.0008,1.1445,3.9784,3.5044,1.9868,17.7133,0.1153,,4.8652,85.9331,3.2759,8.8215,0.3801,4.0793,50.6088,0.0,,0.0,64.054,0.0003,0.2957,1.4064,118.5238,1.3204,0.9075,2.1102,8.2349,4.3578,1.4739,6.7764,1.6008,758.7243,12.1632,5.5295,54.311,23.2115,0.0,0.08,1.1214,1.7364,6.0055,3.8734,20.9,0.55,9.0505,0.2485,5.2032,0.7138,15.4662,7.56,0.2492,2.5286,1.4267,12.3718,,,0.0
1229,0.3486,0.0068,,748.0,10.0077,8.67,11.93,0.711,14.36,11.94,0.0,0.0,-5215.5,0.0005,1.1118,2.2999,2.48,1.9882,18.6107,0.1098,,4.3463,84.0399,2.8465,8.7646,0.2149,3.4125,50.7311,0.0,,0.0,64.2307,0.0002,0.3828,0.6425,117.8534,2.1717,0.9075,2.2951,18.6989,3.4835,0.6944,6.5555,1.8554,754.2035,6.8681,3.7276,56.002,14.2555,0.0,0.047,1.0929,0.9989,4.1773,3.5863,15.94,1.44,7.6275,0.5984,4.0046,1.9757,24.7177,8.09,0.2678,2.645,1.523,13.1304,0.0291,,0.0
1230,0.4913,0.0119,,727.0,9.248,10.28,31.34,0.826,10.82,24.76,0.0,0.0,-5743.25,,,,1.3919,2.0115,25.4503,0.1406,,16.4069,86.4585,2.629,8.8355,0.2268,6.9737,50.6228,0.0,6.9125,0.0,63.9952,,,,116.017,1.1691,0.9075,3.7322,39.2998,5.3126,1.2249,7.1389,5.0371,714.9704,7.9144,28.14,196.7546,22.2906,0.0,,,,2.3601,6.0744,19.08,1.02,7.6298,0.4867,4.6539,1.305,19.2404,11.12,0.1474,4.055,2.1201,13.5037,,157.6126,0.0
1231,0.2833,0.0152,,499.0,9.8614,6.06,15.26,0.547,16.87,13.02,0.0,0.0,-5398.0,0.0031,0.8317,2.4583,3.7271,1.993,17.6813,0.0943,,4.7206,84.3569,1.8312,8.322,0.1653,3.645,50.4013,0.0,,0.0,64.5182,0.0009,0.2891,0.8824,117.9034,1.2833,1.1293,2.1561,9.3675,2.8723,1.5723,4.3897,2.3953,740.6671,5.0971,4.3797,74.2859,12.5692,0.0,0.3151,0.8037,1.0594,6.4289,10.4374,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.4839,8.4,0.1986,2.8909,1.5828,9.363,,,0.0
1232,0.356,0.0053,,1116.0,10.2239,5.16,17.95,0.402,19.83,11.68,0.0,0.0,-4995.75,,,,2.7078,1.9987,18.5197,0.1141,,4.6105,85.4344,1.5111,8.7037,0.1354,3.5733,50.6411,0.0,5.1884,0.0,64.0021,,,,118.0692,0.922,1.357,2.2047,26.8396,3.4817,0.5396,3.6249,2.8068,740.0337,3.7195,4.5868,59.5911,13.0636,0.0,,,,4.5572,6.0092,13.71,1.32,5.3855,0.5332,3.4006,1.6465,20.8099,11.12,0.1474,4.055,2.1201,13.5037,,157.4114,0.0
1233,0.5714,0.0132,,262.0,9.2754,7.2,11.61,1.175,19.35,11.26,0.0,0.0,-5672.0,,,,3.5518,2.0037,18.2267,0.1659,,4.6935,84.3947,2.39,8.897,0.3234,3.3981,50.142,0.0,5.9709,0.0,64.5666,,,,118.181,1.4025,0.9075,2.2838,8.3819,6.1602,1.3679,5.0347,1.8094,742.3253,11.1659,3.7154,66.6823,21.4709,0.0,,,,6.1135,6.1412,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,11.12,0.1474,4.055,2.1201,13.5037,,161.4212,0.0
1234,0.5149,0.011,,770.0,9.5497,6.46,21.54,,,,,,-5521.0,0.0014,0.8101,4.3085,2.1627,2.013,27.017,0.149,,9.3798,85.9801,2.2667,8.662,,,50.5853,,,,63.8972,0.0004,0.2633,1.2762,118.484,1.2226,1.357,3.1345,15.6713,5.3922,1.1275,4.7261,3.4268,734.9701,,,,,,0.1411,0.7969,1.8785,3.7073,3.2732,17.16,1.16,7.0851,0.4971,4.217,1.5477,35.5626,415.03,1.0166,122.8283,83.7821,56.764,0.0053,,
1235,0.256,0.0125,,752.0,10.0642,6.16,19.4,0.517,20.74,9.14,0.0,0.0,-5627.25,,,,3.43,1.9995,19.705,0.0874,,9.2424,85.038,1.7763,8.2776,0.1638,2.5607,50.2509,0.0,5.4149,0.0,64.3027,,,,117.8016,0.9402,1.0767,2.5167,14.4775,2.5436,1.2897,4.5415,3.0854,735.8958,5.0556,15.8846,31.5386,13.7209,0.0,,,,6.0809,6.5454,10.9,2.33,4.7824,0.9741,2.7282,2.8614,15.4662,7.74,0.3561,2.7235,1.4546,17.0809,0.043,148.2817,0.0
1236,0.5753,0.0136,,1193.0,9.9762,5.24,18.05,0.631,21.77,10.37,0.0,0.0,-5729.5,0.0005,1.1807,2.8505,1.6341,1.9923,19.705,0.1667,,5.2964,85.5439,1.7481,8.6556,0.2104,3.3157,50.8214,0.0,,0.0,64.2946,0.0001,0.3346,0.8266,118.1824,0.9402,0.9075,2.5167,14.4775,5.7663,1.4018,3.6284,2.7433,762.6607,6.0235,5.9112,39.2332,13.4375,0.0,0.046,1.1582,1.2389,2.7522,5.2928,13.93,0.68,6.0637,0.2509,3.5189,0.935,35.5192,8.17,0.3876,2.7254,1.535,20.0671,0.0144,,0.0
1237,0.4264,0.014,,657.0,9.0037,10.75,22.99,0.298,19.84,4.03,0.0,0.0,-5346.25,,,,2.5397,1.99,19.0276,0.1232,,9.0666,85.4593,2.9989,8.7326,0.0782,1.2302,50.6296,0.0,,0.0,63.9602,,,,118.6382,1.2736,0.9075,2.384,7.2979,4.7354,1.4523,7.5371,3.6249,734.8356,2.8063,7.115,12.7268,14.3683,0.0,,,,4.3657,3.4304,13.64,1.17,5.9904,0.5395,3.5141,1.4392,8.3588,430.37,0.7033,110.6133,80.5462,70.1626,,,0.0
1238,0.3921,0.0149,,557.0,9.8275,4.9,12.66,0.351,15.12,9.34,0.0,0.0,-5129.25,0.0019,2.0313,4.7406,1.6721,1.9995,18.2407,0.1285,,4.695,86.9779,1.6361,8.8356,0.0949,2.4829,50.6527,0.0,5.4119,0.0,63.9719,0.0006,0.6279,1.3829,118.253,1.3369,1.1293,2.114,7.0193,3.9899,1.5431,3.2859,1.9585,741.5196,3.2797,6.34,41.5568,15.9738,0.0,0.1929,1.9318,2.0618,2.9669,3.5996,14.39,0.32,6.5498,0.138,3.534,0.4389,40.6181,11.12,0.1474,4.055,2.1201,13.5037,0.0193,166.2615,0.0
1239,0.308,0.0147,,883.0,10.0554,14.47,19.0,1.142,19.32,8.27,0.0,0.0,-5341.5,0.0016,1.8507,3.8619,3.655,1.9725,17.7133,0.0993,,8.9536,84.7662,3.8774,9.1141,0.3612,2.3832,50.6253,0.0,,0.0,64.8052,0.0004,0.5374,1.1741,119.187,1.3204,0.9075,2.1102,8.2349,3.0625,1.5174,10.5442,3.0192,736.2923,11.3815,13.212,38.8748,15.2651,0.0,0.1602,1.8076,1.6815,6.2034,5.7507,14.53,1.33,6.7381,0.5058,3.6251,1.8156,4.1191,7.56,0.2492,2.5286,1.4267,12.3718,,,0.0
1240,0.2918,0.0061,,672.0,10.0079,6.11,16.59,0.985,24.62,7.82,0.0,0.0,-5290.5,,,,1.3138,1.9935,27.017,0.0977,,5.1799,84.8185,1.7657,8.9979,0.2644,2.18,50.5682,0.0,,0.0,64.3519,,,,118.4998,1.2226,0.9075,3.1345,15.6713,2.9154,0.6229,4.2822,2.5815,742.2381,9.3135,5.881,43.1256,13.8161,0.0,,,,2.2383,2.1504,13.65,1.05,6.6747,0.4318,3.3578,1.3582,20.6014,9.82,0.3602,3.5086,1.8492,17.6298,0.0134,,0.0
1241,0.3105,0.0114,,363.0,10.4049,6.5,13.37,0.369,13.92,9.17,0.0,0.0,-5475.5,0.0015,1.0807,2.9406,3.4186,2.0395,17.6813,0.1042,,4.752,86.5682,1.8723,9.3868,0.1197,2.4754,50.7583,0.0,,0.0,64.4245,0.0005,0.3356,0.9526,118.8712,1.2833,1.1293,2.1561,9.3675,2.984,1.1654,4.5933,2.087,741.4278,3.4537,4.8624,48.4479,12.236,0.0,0.1511,1.0692,1.2723,5.8213,9.0672,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,0.0283,,0.0
1242,0.47,0.0148,,208.0,9.9153,4.74,16.07,0.652,27.18,7.51,0.0,0.0,-5333.0,0.0007,1.0141,4.2126,1.8654,1.9832,18.2267,0.1334,,8.0227,86.9432,1.2499,8.8105,0.1754,2.1695,50.6086,0.0,,0.0,64.0283,0.0002,0.295,1.1702,118.1238,1.4025,1.357,2.2838,8.3819,4.7398,1.5318,3.4945,2.5364,742.7585,6.3482,6.2045,33.2474,12.1015,0.0,0.0724,0.9982,1.8285,3.2025,4.4898,14.53,1.33,6.7381,0.5058,3.6251,1.8156,63.2902,5.65,0.1416,1.8871,1.0597,13.1807,,,0.0
1243,0.3695,0.0126,,884.0,9.9038,6.15,17.0,0.244,20.09,4.18,0.0,0.0,-5524.5,0.0027,0.8651,3.3334,4.2868,1.9748,20.2072,0.1216,,8.4214,83.4425,1.7702,8.2914,0.0813,1.1401,50.4962,0.0,5.3035,0.0,64.6693,0.0009,0.2518,0.9777,118.4178,2.03,1.3081,2.5625,20.5506,3.7307,1.2937,4.2911,2.6885,730.7856,2.3251,7.2736,37.3195,8.2885,0.0,0.2783,0.8204,1.4477,7.3088,6.6669,18.78,1.05,8.9096,0.4544,4.5675,1.4062,41.0155,5.71,0.2796,1.565,1.0746,13.7332,,151.1668,0.0
1244,0.2625,0.0159,,1031.0,9.9515,4.25,18.57,0.249,20.86,7.48,0.0,0.0,-5324.5,0.0026,1.6659,3.97,3.695,2.01,18.6279,0.0875,,8.6447,85.4344,1.3975,8.7037,0.0813,2.2459,50.6411,0.0,5.3175,0.0,64.0021,0.0008,0.4765,1.4047,118.0692,1.3409,1.3081,2.1438,9.728,2.6381,1.6463,2.9234,2.9529,725.8276,2.3661,8.0833,58.1917,7.6392,0.0,0.2696,1.6504,1.7257,6.253,5.4108,19.14,1.68,8.2261,0.6867,4.6017,2.2961,21.3623,271.73,0.6234,125.6939,59.2203,57.0065,0.0071,148.2857,0.0
1245,0.4338,0.0055,,256.0,9.7233,7.46,22.29,0.512,19.09,16.09,0.0,0.0,-5662.0,0.002,1.311,5.2892,3.3966,2.0205,18.4874,0.1227,,9.6453,86.4585,2.4299,8.8355,0.1511,4.0043,50.6228,0.0,7.8842,0.0,63.9952,0.0008,0.3946,1.4042,116.017,1.2667,2.2605,2.4039,27.6524,4.4614,0.5617,5.4878,3.5438,735.288,4.9899,22.0988,78.6983,24.6592,0.0,0.2077,1.2429,2.3029,5.7861,6.1304,14.53,1.33,6.7381,0.5058,3.6251,1.8156,20.1824,9.75,0.2634,3.4417,1.8344,13.7383,0.0352,160.781,0.0
1246,0.25,0.0128,0.0283,669.0,10.0501,6.14,22.11,0.66,18.0,11.87,0.0,0.0,-5826.0,0.003,1.4321,1.6741,2.6192,1.9765,18.6685,0.0888,0.0093,9.3943,86.4585,2.0982,8.8355,0.1878,3.0353,50.6228,0.0,6.5144,0.0,63.9952,0.001,0.3779,0.6012,116.017,0.8525,1.3271,2.1212,7.9081,2.4875,1.3132,4.5966,3.5265,734.2907,6.4042,20.7943,47.5833,11.7412,0.0,0.3015,1.356,0.7285,4.3958,4.3779,17.94,1.29,7.9146,0.4657,4.5827,1.76,15.4662,7.91,0.2824,2.6691,1.4926,14.3055,0.0112,156.367,0.0
1247,0.1609,0.0067,,289.0,10.4739,14.88,18.76,0.316,14.62,5.54,0.0,0.0,-5219.5,0.0021,0.5942,3.514,2.1877,1.9733,22.6445,0.0513,,8.3779,85.9501,4.5058,9.7137,0.0999,1.9713,50.8506,0.0,,0.0,64.3577,0.0007,0.165,1.2741,119.3812,2.1917,1.1881,2.748,34.2865,1.5364,0.6803,11.0905,2.9861,734.4828,3.0517,8.127,23.5182,9.4632,0.0,0.2097,0.5835,1.5304,3.7447,6.7744,16.12,1.42,7.7498,0.5206,3.9264,1.9024,23.1718,445.8,1.2041,142.1606,86.7573,91.1106,0.0305,,0.0
1248,0.6491,0.0073,,1200.0,9.9142,7.04,20.46,0.481,13.16,10.41,0.0,0.0,-5329.75,0.0024,0.9031,4.0,1.6086,1.958,17.6993,0.1918,,9.5726,85.3996,2.0403,8.2345,0.1373,3.0373,50.4069,0.0,5.2207,0.0,64.3522,0.0007,0.2717,1.2233,118.2354,1.3679,1.3081,2.1734,9.7555,6.5467,0.7506,5.1131,3.2427,738.0605,4.8126,16.6911,46.4249,22.2099,0.0,0.2439,0.8877,1.7423,2.7612,5.1389,18.71,1.87,8.9193,0.7119,4.6455,2.5506,15.4662,6.24,0.2848,2.1791,1.1805,12.8307,,156.5576,0.0
1249,0.7734,0.005,0.0235,801.0,9.6661,3.41,16.1,0.708,27.66,18.88,0.0,0.0,-5621.0,,,,2.2982,1.963,18.2407,0.2197,0.0072,4.9037,86.4585,1.306,8.8355,0.1933,4.7458,50.6228,0.0,5.4426,0.0,63.9952,,,,116.017,1.3369,1.3081,2.114,7.0193,8.0012,0.5072,2.3954,2.5026,744.8439,6.6705,6.218,88.2918,12.6082,0.0,,,,3.9069,4.4278,18.63,0.71,9.1514,0.2896,4.5909,0.9783,15.4662,7.77,0.2588,2.7003,1.4588,12.2751,0.023,163.7928,0.0
1250,0.4548,0.0064,,652.0,9.9374,5.02,18.6,0.688,20.46,9.83,0.0,0.0,-5248.75,0.001,0.5175,4.2711,1.5785,2.003,18.6685,0.1311,,7.6805,85.549,1.6223,8.7556,0.2148,2.6981,50.6729,0.0,,0.0,64.0533,0.0003,0.1973,1.1685,118.0222,0.8525,1.0767,2.1212,7.9081,4.5765,0.6513,3.6627,2.9229,745.2585,6.8078,6.418,35.0293,7.1967,0.0,0.1028,0.5091,1.8526,2.6704,4.7922,20.32,0.78,8.7814,0.3553,5.0229,1.0818,15.4662,5.65,0.1416,1.8871,1.0597,13.1807,,,0.0
1251,0.2891,0.0082,,1179.0,9.9426,6.16,18.72,0.419,15.01,12.23,0.0,0.0,-5329.0,0.0009,1.1384,4.8721,3.5491,2.0025,20.2072,0.0956,,4.5987,84.7391,2.0663,9.534,0.1383,3.3372,50.6315,0.0,2.5975,0.0,64.0518,0.0003,0.367,1.6563,118.9808,2.03,1.3081,2.5625,20.5506,2.9078,0.8411,4.4547,2.9249,745.5531,3.9178,4.6088,52.6418,14.0054,0.0,0.0931,1.1226,2.1244,6.0272,5.3116,14.53,1.33,6.7381,0.5058,3.6251,1.8156,30.0075,7.74,0.3561,2.7235,1.4546,17.0809,0.0243,160.8581,0.0
1252,0.5441,0.0123,,1054.0,9.6623,9.87,20.29,0.728,18.05,9.29,0.0,0.0,-5759.5,0.0017,0.875,3.9117,3.4298,1.9973,18.5843,0.1587,,9.0129,99.771,2.8095,21.5944,0.1994,2.4316,58.7862,0.0,7.1898,0.0,76.4763,0.0005,0.2809,1.2276,125.0222,0.8725,1.0767,2.4089,14.2066,5.6314,1.272,7.1838,3.2495,728.5804,7.0068,18.0044,40.5647,18.4928,0.0,0.1766,0.8622,1.6988,5.8122,4.7146,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,11.12,0.1474,4.055,2.1201,13.5037,,157.0239,0.0
1253,0.7795,0.013,,2290.0,9.4578,6.85,17.8,0.268,17.01,6.86,0.0,0.0,-5345.25,0.0013,0.6476,5.2702,1.9166,2.0075,18.6685,0.2194,,7.2602,84.7391,1.9766,9.534,0.0978,2.1247,50.6315,0.0,4.2468,0.0,64.0518,0.0005,0.2006,1.4387,118.9808,0.8525,1.3271,2.1212,7.9081,8.2419,1.3358,4.908,2.8236,733.293,2.6028,5.1407,39.7614,7.0416,0.0,0.1354,0.6357,2.3005,3.4285,4.4722,16.83,0.55,6.9639,0.2335,4.17,0.7559,38.0449,7.74,0.3561,2.7235,1.4546,17.0809,,156.4302,0.0
1254,0.8259,0.0144,,883.0,9.4463,4.65,18.88,0.686,17.82,14.4,0.0,0.0,-5469.5,0.0015,0.9641,2.6445,3.7251,1.9777,18.6685,0.2368,,9.1647,85.4344,1.3549,8.7037,0.1918,3.936,50.6411,0.0,7.4767,0.0,64.0021,0.0004,0.299,0.9349,118.0692,0.8525,1.3271,2.1212,7.9081,8.7427,1.4867,3.1694,3.004,722.2978,6.6141,22.9445,92.6688,22.2037,0.0,0.1537,0.9514,1.1542,6.5895,4.2925,14.19,0.89,6.5735,0.3673,3.4853,1.211,25.0611,10.65,0.3068,3.6722,2.0113,14.5194,,153.9327,0.0
1255,0.3003,0.0131,,1123.0,9.9355,7.06,13.77,0.804,19.22,12.77,0.0,0.0,-5867.5,0.0004,0.7964,3.4624,4.0375,2.0223,20.2072,0.0937,,4.8358,84.6724,1.9841,9.0447,0.2308,4.1844,50.6192,0.0,3.8452,0.0,64.0033,0.0001,0.2374,0.924,119.0986,2.03,1.3271,2.5625,20.5506,3.0228,1.3541,5.27,2.1369,756.3401,7.7459,5.5636,57.1248,12.6118,0.0,0.0438,0.7779,1.5022,6.852,5.6096,19.31,0.96,8.9973,0.4318,4.8235,1.3197,40.7191,7.74,0.3561,2.7235,1.4546,17.0809,,167.7945,0.0
1256,0.5309,0.0148,,1116.0,9.9364,4.92,17.46,0.476,19.9,7.73,0.0,0.0,-5326.5,0.0021,1.5611,3.5288,3.3528,1.9988,20.5581,0.154,,4.467,85.0041,1.2736,8.6472,0.1293,2.7424,50.5823,0.0,4.648,0.0,64.0865,0.0006,0.4869,1.152,117.9742,1.0062,1.3081,2.2831,30.7103,5.3426,1.5257,3.4415,2.7263,740.2896,4.4303,7.3686,43.1104,10.8691,0.0,0.2122,1.5507,1.541,5.6579,6.0317,14.58,0.86,6.8729,0.3555,3.7225,1.174,15.4662,7.49,0.0956,2.3908,1.4206,9.7546,0.0223,159.6075,0.0
