,F152,F16,F185,F187,F252,F287,F321,F425,F457,F459,F46,F524,F572,F573,F574,F576,F577
1352,0.5756,9.8501,10.77,20.04,2.6967,0.1693,2.9809,5.8435,7.9972,3.2016,733.4349,4.493,10.25,0.2424,3.4925,1.9267,11.7201
1353,0.7729,9.7807,5.44,13.54,2.5527,0.2205,1.7014,7.902,3.7709,2.0808,752.4697,4.3847,431.71,1.2571,138.3859,83.919,67.3679
1354,0.2623,9.8657,9.96,16.43,4.4717,0.0909,3.4352,2.6589,7.4193,2.5487,755.4945,7.89,7.93,0.3692,2.7404,1.4883,17.4117
1355,0.4276,9.2607,6.22,17.25,2.481,0.1259,1.9779,4.6178,4.5808,2.7374,735.0915,4.2864,9.42,0.4069,3.491,1.7755,20.7331
1356,0.6052,9.882,6.71,16.88,1.5499,0.1786,2.047,6.1243,4.8872,2.6739,731.7537,2.6914,8.28,0.1233,2.5755,1.5615,12.5176
1357,0.7905,9.7217,10.91,23.24,3.1787,0.2238,3.6726,8.1314,8.0961,3.683,737.0775,5.19,10.85,0.2938,3.609,2.0421,15.1731
1358,0.3579,10.1254,6.97,13.38,4.734,0.1162,1.9972,3.5342,4.8631,2.0497,754.3961,8.3113,8.09,0.2678,2.645,1.523,13.1304
1359,0.8492,9.8089,6.67,23.09,2.5213,0.2471,1.9963,8.6574,4.9,3.668,734.204,4.2062,9.02,0.2568,3.0501,1.6951,12.6333
1360,0.7861,9.7882,8,9.89,2.6405,0.2296,2.7121,8.0311,6.1202,1.5399,753.7474,4.5495,7.93,0.3692,2.7404,1.4883,17.4117
1361,0.4558,9.2498,8.27,9.6,2.3968,0.1317,2.1777,4.9276,5.8676,1.4704,760.5893,4.1375,10.25,0.2424,3.4925,1.9267,11.7201
1362,0.367,9.6149,5.58,21.87,2.1652,0.1062,1.9877,3.817,4.0344,3.4636,738.7064,3.7357,431.71,1.2571,138.3859,83.919,67.3679
1363,0.485,9.4295,7.76,18.14,3.5528,0.1416,2.3851,5.1434,5.6326,2.8257,747.7861,6.057,7.6,0.3159,2.6072,1.4323,16.0105
1364,0.8523,9.9074,5.85,21.82,2.5239,0.2521,2.0337,8.6026,4.1219,3.4636,730.3658,4.3081,5.65,0.1416,1.8871,1.0597,13.1807
1365,0.4466,9.9888,8.49,22.37,4.098,0.1368,2.3508,4.4714,6.3398,3.5331,745.5478,7.1594,9.01,0.2753,2.596,1.6997,13.8979
1366,0.6029,10.233,5.11,17.3,4.8732,0.1742,1.6918,5.8916,3.5141,2.7151,734.8494,8.5913,8.21,0.2985,2.7655,1.5441,14.3961
1367,0.5392,10.237,7.46,15.21,2.6041,0.1579,2.0375,5.2669,5.5376,2.4345,731.1057,4.434,5.81,0.3435,2.0923,1.097,16.9045
1368,0.3126,10.0962,11.57,13.17,4.4904,0.1016,3.2337,3.0963,8.7785,2.1108,735.5886,8.5035,9.88,0.3649,3.5115,1.8435,18.4727
1369,0.5931,9.9772,4.16,20.86,4.9187,0.1761,1.3658,5.9443,3.1487,3.3005,744.6366,8.4317,9.01,0.2753,2.596,1.6997,13.8979
1370,0.5041,9.3448,5.64,13.53,2.4414,0.1476,1.8604,5.3949,3.9267,2.0819,751.0079,4.2447,431.71,1.2571,138.3859,83.919,67.3679
1371,0.6058,10.1003,5.71,18.13,3.2982,0.1776,1.8074,5.9981,4.183,2.8901,731.7874,5.4878,10.25,0.2424,3.4925,1.9267,11.7201
1372,0.7377,9.7642,7.47,17.42,3.2716,0.2088,2.3102,7.5547,5.4463,2.7772,730.7489,5.6501,9.42,0.4069,3.491,1.7755,20.7331
1373,0.3543,10.1558,10.37,22.11,1.4346,0.1173,3.5924,3.4887,7.7126,3.5016,736.9493,2.4774,9.01,0.2753,2.596,1.6997,13.8979
1374,0.3145,10.0357,6.2,12.27,1.8073,0.1035,1.9257,3.134,4.5281,1.8986,754.4536,3.1153,8.28,0.1233,2.5755,1.5615,12.5176
1375,0.7466,9.9663,6.83,19.14,1.3747,0.2138,2.0467,7.4913,4.9033,3.0249,737.705,2.3676,10.25,0.2424,3.4925,1.9267,11.7201
1376,0.5215,9.8396,7.42,17.94,2.8171,0.1501,2.3476,5.2997,5.6191,2.86,737.3954,4.7371,9.02,0.2568,3.0501,1.6951,12.6333
1377,0.3174,9.5071,5.13,16.13,2.0689,0.1037,1.6427,3.339,3.5905,2.5185,739.9644,3.5959,9.01,0.2753,2.596,1.6997,13.8979
1378,0.4966,9.7029,6.49,10.45,2.1057,0.1412,1.9952,5.1178,4.7013,1.6159,751.3258,3.6354,8.09,0.2678,2.645,1.523,13.1304
1379,0.4976,9.8211,6.63,21.3,3.7327,0.141,2.317,5.0668,4.7471,3.3458,744.15,6.1868,10.85,0.2938,3.609,2.0421,15.1731
1380,0.3155,9.996,8.44,14.89,2.6906,0.0993,2.8161,3.156,6.308,2.3339,747.2381,4.6408,11.05,0.4564,3.8031,2.0854,23.282
1381,0.7074,9.7622,8.01,19.36,2.506,0.1989,2.2212,7.2459,5.8243,3.0517,736.8655,4.215,427.42,0.794,110.1081,79.2885,60.1633
1382,0.355,10.1775,7.91,23.3,1.6911,0.1129,2.3669,3.4881,5.7118,3.701,735.9934,3.0289,10.25,0.2424,3.4925,1.9267,11.7201
1383,0.3332,10.2041,6.81,16.17,1.8733,0.1093,2.4891,3.2657,5.1605,2.5198,754.4013,3.405,7.93,0.3692,2.7404,1.4883,17.4117
1384,0.3656,10.0392,7.23,15.18,4.2152,0.1175,2.8254,3.6414,5.5322,2.3719,752.1385,7.2296,9.14,0.1776,3.1224,1.7165,8.2886
1385,0.4628,9.7946,6.11,17.94,3.8062,0.1328,1.795,4.7248,4.4181,2.8404,734.8715,6.5024,10.85,0.2938,3.609,2.0421,15.1731
1386,0.4267,9.8271,6.22,12.94,2.5052,0.1229,2.3607,4.3421,4.5671,2.0416,737.3359,4.2178,8.28,0.1233,2.5755,1.5615,12.5176
1387,0.5987,10.0222,5.3,16.78,2.8641,0.1773,1.7519,5.9739,3.7631,2.6009,749.2142,4.6947,9.1299,0.2908,3.1198,1.717,12.6938
1388,0.5883,10.022,14.63,21.95,1.5038,0.1727,4.7629,5.8703,10.6356,3.4611,738.8632,2.5999,10.25,0.2424,3.4925,1.9267,11.7201
1389,0.2666,9.8415,10.92,14.21,2.788,0.0899,2.8962,2.7089,7.8624,2.2102,749.6514,4.5831,9.14,0.1776,3.1224,1.7165,8.2886
1390,0.6026,9.9983,5.39,15.56,1.7289,0.176,1.8481,6.0266,4.0119,2.399,758.7161,2.9782,7.24,0.2456,2.4138,1.358,12.2013
1391,0.3399,10.1612,4.43,13.72,1.558,0.103,1.1231,3.3455,3.1029,2.1296,745.6174,2.6594,10.07,0.3509,3.6046,1.902,17.4779
1392,0.2887,9.942,8.89,11.87,1.4011,0.101,2.7147,2.9041,6.6003,1.8292,756.8863,2.4185,7.24,0.2456,2.4138,1.358,12.2013
1393,0.5823,9.9698,7.5,15.94,1.6565,0.1725,2.2052,5.8403,5.3133,2.514,737.1654,2.8592,7.93,0.3692,2.7404,1.4883,17.4117
1394,0.6046,9.9844,10.44,18.81,1.2995,0.177,3.4441,6.0551,7.6686,2.9686,742.3105,2.2095,10.25,0.2424,3.4925,1.9267,11.7201
1395,0.2936,10.1401,7.76,22.08,1.301,0.0968,2.3324,2.8954,5.5139,3.496,733.058,2.2221,427.42,0.794,110.1081,79.2885,60.1633
1396,0.5302,9.7751,12.31,15.06,3.3976,0.1538,3.9836,5.4244,9.2412,2.3532,750.1606,5.7319,7.93,0.3692,2.7404,1.4883,17.4117
1397,0.5752,9.8809,9.21,24.15,4.1907,0.1702,2.9411,5.8211,6.7024,3.8104,740.2562,7.2076,10.25,0.2424,3.4925,1.9267,11.7201
1398,0.2938,9.4667,11.63,13.75,1.7591,0.0976,3.2132,3.1035,8.5526,2.1379,752.0632,3.1453,10.25,0.2424,3.4925,1.9267,11.7201
1399,0.3093,9.8471,6.69,18.27,3.9578,0.1025,2.2164,3.1406,4.8825,2.9042,733.8102,6.7934,10.25,0.2424,3.4925,1.9267,11.7201
1400,0.1544,10.5278,7.28,16.06,3.5104,0.0588,2.1728,1.4666,5.4152,2.5328,742.8558,6.0438,5.65,0.1416,1.8871,1.0597,13.1807
1401,0.2798,9.8013,7.78,13.79,1.6385,0.0931,2.3138,2.8544,5.4926,2.1241,750.4751,2.7786,6.88,0.2616,2.4746,1.2913,12.4089
1402,0.306,10.1539,6.49,11.96,1.4621,0.0956,2.0712,3.0135,4.4329,1.8339,752.8741,2.5279,9.02,0.2568,3.0501,1.6951,12.6333
1403,0.4671,9.7753,8.17,11.88,1.5385,0.1319,2.371,4.7781,5.6091,1.8314,748.9214,2.6435,9.1299,0.2908,3.1198,1.717,12.6938
1404,0.5396,9.8077,7.45,12.22,2.6251,0.1579,2.2694,5.502,5.1136,1.8804,748.7474,4.4296,431.71,1.2571,138.3859,83.919,67.3679
1405,0.4129,10.215,5.27,14.65,4.3116,0.1248,1.9854,4.0422,3.9018,2.3281,736.6066,7.2215,9.03,0.3007,3.2278,1.6965,14.8684
1406,0.2925,9.9653,7.89,20.16,1.1721,0.1038,2.8993,2.9357,6.0228,3.2313,733.941,1.9998,10.25,0.2424,3.4925,1.9267,11.7201
1407,0.3475,9.9943,6.59,16.88,2.6852,0.1148,2.1329,3.4765,4.9636,2.6202,755.2433,4.493,10.07,0.3509,3.6046,1.902,17.4779
1408,0.3225,10.1472,7.6,22.57,3.854,0.0988,2.3779,3.1786,5.4603,3.5587,738.343,6.6089,10.85,0.2938,3.609,2.0421,15.1731
1409,0.3632,10.1428,12.93,13.74,3.302,0.115,3.2178,3.5807,9.9689,2.1502,752.3135,5.5233,8.74,0.3895,3.1149,1.633,19.442
1410,0.4696,9.7373,10.25,25.3,1.5748,0.1328,3.3021,4.8231,7.472,3.9729,747.2398,2.7111,9.42,0.4069,3.491,1.7755,20.7331
1411,0.4513,9.992,10.89,11.49,2.9232,0.1274,3.1264,4.5164,8.0488,1.7676,759.1672,4.8021,7.24,0.2456,2.4138,1.358,12.2013
1412,0.4018,9.6645,8.85,11.86,1.5603,0.1187,2.6568,4.1575,6.1384,1.8293,749.5811,2.6848,9.1299,0.2908,3.1198,1.717,12.6938
1413,0.3882,9.6971,11.64,19,1.6291,0.1174,3.6398,4.0034,8.5065,3.0143,734.4735,2.8227,9.42,0.4069,3.491,1.7755,20.7331
1414,0.5115,9.7263,12.92,17.46,1.3996,0.1459,3.4523,5.2586,9.5636,2.7753,734.6593,2.3975,9.42,0.4069,3.491,1.7755,20.7331
1415,0.2574,9.9285,6.63,20.32,2.691,0.078,1.9626,2.5928,4.7527,3.2145,736.4043,4.502,9.1299,0.2908,3.1198,1.717,12.6938
1416,0.5124,9.6066,7.92,12.92,2.7888,0.1549,2.7793,5.3333,5.9566,2,757.4708,4.7226,10.07,0.3509,3.6046,1.902,17.4779
1417,0.4406,9.911,10.12,15.99,1.3617,0.1248,3.6787,4.4452,7.6219,2.5017,749.0525,2.335,9.14,0.1776,3.1224,1.7165,8.2886
1418,0.5041,9.6437,9.41,9.37,1.548,0.1514,3.1709,5.2275,6.8688,1.4467,756.9757,2.6801,7.93,0.3692,2.7404,1.4883,17.4117
1419,0.3139,10.4399,7.28,14.1,2.8509,0.1056,2.1126,3.0067,5.1081,2.1786,749.3209,4.6589,6.88,0.2616,2.4746,1.2913,12.4089
1420,0.3619,9.3672,6.11,21.42,2.726,0.1274,2.0913,3.8638,4.3233,3.4094,730.072,4.5277,5.83,0.3368,2.077,1.0949,16.9589
1421,0.2891,9.9468,8.28,10.8,2.8969,0.0988,2.71,2.906,6.1578,1.6624,759.3492,4.7745,6.88,0.2616,2.4746,1.2913,12.4089
1422,0.3656,9.696,5.69,13.39,3.0947,0.1131,1.6671,3.7705,3.9693,2.0463,758.4422,5.1012,11.05,0.4564,3.8031,2.0854,23.282
1423,0.2872,9.9982,6.94,13.26,2.746,0.0983,2.6849,2.873,4.8256,2.0514,745.7105,4.5378,9.1299,0.2908,3.1198,1.717,12.6938
1424,0.4722,10.0797,4.22,17,2.6499,0.1368,1.2997,4.6842,2.9065,2.6382,743.3135,4.4081,7.05,0.1166,2.5361,1.3142,8.2645
1425,0.3066,9.5978,8.26,13.54,2.7378,0.1122,2.375,3.1945,5.72,2.0892,748.8325,4.6023,441.92,1.2113,132.4894,77.5303,67.4386
1426,0.4415,9.9524,6.6,12.37,2.6592,0.1306,2.1109,4.4363,4.7069,1.9185,747.0293,4.4237,7.05,0.1166,2.5361,1.3142,8.2645
1427,0.3542,10.641,7.21,20.96,2.7446,0.1053,2.5717,3.3289,5.1161,3.3161,735.4371,4.595,9.1299,0.2908,3.1198,1.717,12.6938
1428,0.3866,9.9859,11.84,17.17,2.8182,0.1162,3.2198,3.8714,8.9171,2.6962,744.9114,4.5798,9.14,0.1776,3.1224,1.7165,8.2886
1429,0.3304,10.1672,12.72,12.68,1.5977,0.1024,3.5563,3.2501,9.333,1.9473,759.293,2.736,7.24,0.2456,2.4138,1.358,12.2013
1430,0.3104,10.4716,7.13,14.69,1.5499,0.1047,2.5006,2.9639,5.0601,2.2653,753.0071,2.6578,9.1299,0.2908,3.1198,1.717,12.6938
1431,0.3424,9.7944,9.53,14.31,1.465,0.1221,2.5373,3.4957,6.9255,2.1851,762.8929,2.5068,8.91,0.1648,3.0344,1.6843,8.5942
1432,0.5729,9.3732,11.77,23.1,2.5696,0.1833,2.9028,6.1123,8.4759,3.6919,730.8662,4.4071,6.81,0.4774,2.2727,1.2878,22.9183
1433,0.7999,9.8991,3.98,13.04,3.1297,0.2252,1.0916,8.0804,2.8016,1.994,758.7537,5.2037,10.07,0.3509,3.6046,1.902,17.4779
1434,0.516,9.7313,9.13,15.47,1.2836,0.1476,2.9312,5.3027,6.9146,2.4138,752.0459,2.1908,8.39,0.2226,2.7713,1.5768,10.8891
1435,0.4457,9.7883,4.01,13.53,1.5199,0.1261,1.1008,4.5534,2.7435,2.07,753.228,2.6049,9.02,0.2568,3.0501,1.6951,12.6333
1436,0.3758,9.8672,6.11,13.95,1.5505,0.1101,1.717,3.809,4.4708,2.2121,731.6706,2.6447,7.83,0.2619,2.6162,1.4715,14.448
1437,0.3008,10.1518,10.1,14.1,2.9336,0.0972,3.1306,2.9628,7.4493,2.1824,751.3179,4.7952,10.07,0.3509,3.6046,1.902,17.4779
1438,0.4527,9.8161,5.69,21.21,1.3679,0.1296,1.9052,4.6119,4.0502,3.353,737.5634,2.3447,9.1299,0.2908,3.1198,1.717,12.6938
1439,0.5634,10.2127,10.17,11.69,2.568,0.167,3.3205,5.5165,7.2075,1.8083,750.4688,4.3275,6.88,0.2616,2.4746,1.2913,12.4089
1440,0.2986,10.4429,8.71,20.55,2.7601,0.1025,2.3838,2.8597,6.3137,3.2404,740.7476,4.7213,9.1299,0.2908,3.1198,1.717,12.6938
1441,0.5956,10.0893,7.53,15.84,4.2887,0.1751,2.4033,5.9038,5.4136,2.5095,735.2515,7.1859,9.42,0.4069,3.491,1.7755,20.7331
1442,0.4943,10.423,6.69,19.48,2.5737,0.146,2.0568,4.7427,4.7272,3.0884,733.5832,4.3323,5.83,0.3368,2.077,1.0949,16.9589
1443,0.3053,9.9421,5.72,19.49,1.6729,0.1066,1.9436,3.0706,4.1475,3.0838,737.7963,2.8886,7.24,0.2456,2.4138,1.358,12.2013
1444,0.3554,9.407,7.68,14.22,2.0181,0.1273,2.5114,3.778,5.4841,2.2173,744.9876,3.5796,6.36,0.3659,2.2433,1.2026,17.5152
1445,0.2456,9.5974,6.62,16.36,3.1897,0.0812,2.3099,2.5595,4.6356,2.5276,747.9519,5.3448,9.1299,0.2908,3.1198,1.717,12.6938
1446,0.2405,9.5924,12.07,21.58,5.2894,0.0833,3.8504,2.5073,9.2226,3.4635,734.2186,9.3304,7.83,0.2619,2.6162,1.4715,14.448
1447,0.2892,9.8634,5.43,21.15,1.3036,0.0848,1.7554,2.9315,3.8872,3.3524,734.0064,2.3828,9.1299,0.2908,3.1198,1.717,12.6938
1448,0.2586,9.5716,10.46,18.4,5.0001,0.0865,2.8053,2.7018,7.5188,2.9119,734.8025,8.8173,9.01,0.2753,2.596,1.6997,13.8979
1449,0.2324,9.5902,5.11,14.8,3.6157,0.0814,1.5078,2.4235,3.5464,2.2975,743.6279,6.0759,7.05,0.1166,2.5361,1.3142,8.2645
1450,0.2499,10.0852,10.48,19.19,2.5431,0.078,3.0593,2.4781,7.7986,3.0664,732.6821,4.3532,7.74,0.3561,2.7235,1.4546,17.0809
1451,0.4475,9.358,7.42,13.73,2.4007,0.1615,2.4161,4.7818,5.4061,2.1423,747.0781,4.1463,8.15,0.2497,2.8447,1.5487,11.8247
1452,0.3294,9.4279,7.64,17.32,2.6067,0.1141,2.1001,3.4934,5.4319,2.7378,736.5226,4.3284,441.92,1.2113,132.4894,77.5303,67.4386
1453,0.3088,9.3673,8.04,14.38,2.6112,0.105,2.7146,3.2964,5.6109,2.2039,755.7109,4.3911,11.05,0.4564,3.8031,2.0854,23.282
1454,0.3841,10.0185,5.29,18.23,4.6369,0.125,1.4591,3.8343,3.7107,2.8866,733.4847,7.8354,441.92,1.2113,132.4894,77.5303,67.4386
1455,0.3672,9.4623,8.86,11.66,2.6188,0.1264,2.6393,3.8809,6.2649,1.8005,751.7867,4.3527,9.1299,0.2908,3.1198,1.717,12.6938
1456,0.2733,9.7466,10.51,18.52,2.7949,0.0856,2.6445,2.8035,7.7194,2.9287,740.7887,4.7089,7.83,0.2619,2.6162,1.4715,14.448
1457,0.5237,10.0604,4.02,13.5,2.3214,0.1587,1.5986,5.2051,2.8115,2.0894,747.1775,3.9246,7.05,0.1166,2.5361,1.3142,8.2645
1458,0.3957,10.054,4.9,15.56,3.9916,0.126,1.5937,3.9362,3.4664,2.4048,750.5062,6.7932,7.77,0.2588,2.7003,1.4588,12.2751
1459,0.4669,9.6558,4.31,16.17,2.8898,0.1346,1.4018,4.836,2.9788,2.536,736.5834,4.9849,8.08,0.3375,2.9648,1.5218,17.2472
1460,0.4688,9.7033,6.14,17.97,2.5551,0.1384,1.7995,4.8318,4.4027,2.8271,738.5864,4.2969,7.83,0.2619,2.6162,1.4715,14.448
1461,0.5961,10.0382,8.32,11.97,3.1404,0.18,2.6291,5.9385,6.0581,1.8503,755.0375,5.4774,8.09,0.2678,2.645,1.523,13.1304
1462,0.2856,9.6749,9.98,21.88,5.4752,0.0875,2.6162,2.9517,7.6413,3.4767,739.649,9.0861,6.91,0.2005,2.1481,1.3038,7.9688
1463,0.276,9.6884,5.09,13.52,3.4922,0.0837,1.2706,2.8486,3.8822,2.1255,749.11,5.9163,6.91,0.2005,2.1481,1.3038,7.9688
1464,0.5866,9.8586,5.25,16.06,1.4195,0.1794,1.3004,5.9501,3.9257,2.5176,748.175,2.5794,6.91,0.2005,2.1481,1.3038,7.9688
1465,0.5576,9.9699,4.25,14.72,5.817,0.1588,1.2186,5.5931,3.2379,2.3338,740.4403,9.6198,6.91,0.2005,2.1481,1.3038,7.9688
1466,0.7523,9.9175,5.74,12.96,2.5081,0.2147,1.8486,7.5851,4.0664,2.0016,751.5296,4.2233,441.92,1.2113,132.4894,77.5303,67.4386
1467,0.5318,9.8101,7.5,11.83,2.4733,0.1618,2.2172,5.4207,5.4371,1.8616,737.6034,4.1731,8.28,0.1233,2.5755,1.5615,12.5176
1468,0.5995,9.7712,5.64,16.54,2.3563,0.1807,1.8988,6.1351,4.1654,2.605,741.6246,3.9305,7.3,0.4262,2.5719,1.3708,18.3819
1469,0.2103,9.6168,9.57,21.61,2.5365,0.0768,2.5495,2.1865,7.0173,3.4228,738.3929,4.2402,8.09,0.2678,2.645,1.523,13.1304
1470,0.5724,9.9425,6.5,14.87,1.224,0.173,1.9273,5.7573,4.6171,2.3164,744.2461,2.2437,7.05,0.1166,2.5361,1.3142,8.2645
1471,0.3999,9.7815,3.36,14.57,3.0969,0.1382,0.9746,4.0883,2.5034,2.2995,740.4624,5.0779,7.3,0.4262,2.5719,1.3708,18.3819
1472,0.3611,9.5304,10.1,19.84,2.4453,0.1175,2.8346,3.7892,7.3368,3.1065,744.1631,4.0695,6.82,0.4432,2.3058,1.271,20.5512
1473,0.5543,9.6424,4.29,17.28,2.5295,0.1651,1.2481,5.7484,3.246,2.711,747.5538,4.2319,5.48,0.3891,1.9077,1.0187,17.8379
1474,0.5793,9.6613,7.99,25.38,2.5843,0.1764,2.3321,5.9966,6.1427,4.0202,743.4401,4.3317,6.82,0.4432,2.3058,1.271,20.5512
1475,0.3944,9.9048,6.61,14.49,5.1914,0.1202,1.9568,3.9819,5.018,2.2842,743.5157,9.3634,5.48,0.3891,1.9077,1.0187,17.8379
1476,0.6232,9.8258,5.61,14.47,3.8291,0.1863,1.7189,6.3422,3.9373,2.2383,748.267,6.4114,5.4,0.2039,1.8036,1.0106,12.833
1477,0.6292,9.9664,6.94,11.98,3.2418,0.1911,2.1377,6.3134,4.7164,1.853,744.6792,5.5428,12.7,0.286,4.465,2.3874,15.5905
1478,0.6719,9.8438,8.19,13.61,4.1744,0.1991,2.3355,6.8253,5.963,2.1362,743.0575,7.0026,8.3701,0.264,2.9583,1.5614,12.293
1479,0.6417,9.906,6.95,19.78,2.3139,0.184,1.8709,6.4784,4.8997,3.1297,734.8199,4.1031,7.11,0.4659,2.4357,1.3361,21.7713
1480,0.6131,9.9601,6.07,13.59,2.4618,0.187,1.7489,6.1555,4.3908,2.1209,745.6002,4.1434,5.48,0.3891,1.9077,1.0187,17.8379
1481,0.3909,9.7261,7.78,23.95,2.4475,0.1191,2.8898,4.0187,5.6262,3.7885,738.2645,4.1348,5.83,0.3368,2.077,1.0949,16.9589
1482,0.4268,9.8798,7.52,14.25,2.6062,0.1228,1.9406,4.3202,5.2515,2.2109,747.5106,4.3826,439.29,0.932,126.6932,88.1774,72.1057
1483,0.3863,9.9885,7.81,14.09,2.4107,0.1167,2.354,3.8675,5.7476,2.2022,747.6276,4.0406,5.4,0.2039,1.8036,1.0106,12.833
1484,0.322,9.6358,6.71,12.09,2.4142,0.0958,2.0233,3.3413,5.0121,1.8877,748.736,4.0477,5.4,0.2039,1.8036,1.0106,12.833
1485,0.4048,9.8039,6.88,24.61,5.681,0.1409,2.2085,4.1286,5.0769,3.8524,748.178,9.5179,6.82,0.4432,2.3058,1.271,20.5512
1486,0.5476,9.7997,9.9,19.53,3.2091,0.1645,2.9304,5.5878,7.1021,3.077,739.7118,5.483,8.44,0.4007,2.8748,1.5713,18.1222
1487,0.3485,9.9424,5.62,12.77,1.6489,0.1092,1.7616,3.5047,3.9217,2.0007,736.7704,2.9321,9.13,0.3669,3.2524,1.7085,19.2104
1488,0.368,9.9023,5.62,14.79,4.1165,0.1157,1.6917,3.7162,3.9234,2.2884,748.5756,7.0687,7.47,0.222,2.5609,1.3911,11.8876
1489,0.532,9.8944,6.51,14.28,4.1456,0.1578,2.3029,5.3763,4.4575,2.2384,733.4141,6.9502,10.76,0.3671,3.415,2.0471,18.0469
1490,0.3578,9.9503,7.77,18.85,1.6386,0.1061,2.2344,3.5958,5.4405,2.9854,731.7243,2.9269,7.11,0.4659,2.4357,1.3361,21.7713
1491,0.4975,9.6074,6.84,6.91,2.0768,0.1492,2.21,5.1788,4.7759,1.0793,738.9984,3.6592,9.13,0.3669,3.2524,1.7085,19.2104
1492,0.47,9.6589,6.17,16.13,4.0518,0.1413,1.8941,4.8656,4.6365,2.5227,746.9188,6.9752,8.15,0.2497,2.8447,1.5487,11.8247
1493,0.5864,9.8414,4.78,16.4,2.3542,0.1769,1.6278,5.9584,3.5351,2.607,735.1069,3.9205,10.25,0.2424,3.4925,1.9267,11.7201
1494,0.4185,9.8898,8.24,11.74,5.0993,0.1458,2.5965,4.2314,6.0102,1.8397,743.9442,8.4952,6.82,0.4432,2.3058,1.271,20.5512
1495,0.5156,10.3826,4.25,13.54,2.5707,0.1519,1.5015,4.9659,3.0885,2.1085,748.7936,4.303,8.15,0.2497,2.8447,1.5487,11.8247
1496,0.5066,9.6006,9.83,24.52,2.4127,0.1537,2.9848,5.2766,7.1757,3.8249,748.2283,4.1724,8.15,0.2497,2.8447,1.5487,11.8247
1497,0.3643,9.8587,9.56,13.19,3.8031,0.1214,3.0183,3.6952,6.5559,2.0303,750.0849,6.5243,8.15,0.2497,2.8447,1.5487,11.8247
1498,0.6463,9.8472,10.63,23.41,2.4643,0.1885,2.7979,6.5631,7.8965,3.6696,747.4,4.1373,6.82,0.4432,2.3058,1.271,20.5512
1499,0.5776,9.8015,6.97,22.13,3.961,0.1725,1.8798,5.8926,5.1658,3.5647,727.0601,6.74,6.81,0.4774,2.2727,1.2878,22.9183
1500,0.5689,9.8386,5.31,19.56,2.2714,0.1673,1.5836,5.7824,3.9206,3.109,736.2976,4.015,8.44,0.4007,2.8748,1.5713,18.1222
1501,0.5144,9.7499,4.47,15.56,2.7346,0.1515,1.3348,5.2755,3.0951,2.4184,742.5533,4.7455,7.05,0.1166,2.5361,1.3142,8.2645
1502,0.623,10.004,7.87,12.82,4.5266,0.191,2.615,6.2279,5.4046,1.9864,744.9977,7.7177,8.4399,0.2002,2.961,1.5684,9.449
1503,0.4117,9.957,11.03,13.13,2.0798,0.1425,3.6147,4.135,7.8002,2.0844,727.0177,3.6806,7.11,0.4659,2.4357,1.3361,21.7713
1504,0.3957,10.2437,4.03,15.14,2.5193,0.12,1.5217,3.863,2.9993,2.3854,742.3219,4.2188,8.4399,0.2002,2.961,1.5684,9.449
1505,0.4144,9.6702,12.06,18.25,2.3576,0.1319,3.6781,4.285,8.6816,2.846,749.941,3.9129,8.39,0.3412,2.9758,1.5644,16.4699
1506,0.5303,9.8374,9.04,20.23,4.2385,0.1569,2.6002,5.391,6.9496,3.2488,733.9506,7.283,7.05,0.1166,2.5361,1.3142,8.2645
1507,0.2515,10.2747,6.74,22.01,3.0834,0.0827,2.4289,2.448,5.041,3.5308,730.7111,5.2699,8.15,0.2497,2.8447,1.5487,11.8247
1508,0.5845,9.586,6.3,10.52,3.8445,0.1764,1.93,6.0977,4.6257,1.6445,745.9366,6.4688,9.63,0.4495,3.1077,1.8089,21.5254
1509,0.5929,10.2677,7.76,20.12,5.7363,0.1722,2.3003,5.7744,6.1207,3.1874,748.358,9.5528,5.48,0.3891,1.9077,1.0187,17.8379
1510,0.1907,10.2869,4.63,17.23,2.3069,0.064,1.3546,1.8542,3.5152,2.7104,747.9092,4.0068,7.3,0.4262,2.5719,1.3708,18.3819
1511,0.5656,9.6442,9.8,16.85,3.3952,0.169,2.8672,5.8643,7.2829,2.6336,749.4515,5.8311,12.7,0.286,4.465,2.3874,15.5905
1512,0.4787,9.9658,7.06,11.49,1.4776,0.1425,2.0996,4.8033,4.9401,1.7665,753.4849,2.5347,10.07,0.3509,3.6046,1.902,17.4779
1513,0.2551,10.2397,7.03,15.36,4.0755,0.0804,1.8774,2.4913,4.917,2.4028,738.2685,6.8461,7.47,0.222,2.5609,1.3911,11.8876
1514,0.5812,9.708,5.26,10.54,4.17,0.179,1.8498,5.9863,3.6635,1.6141,755.6155,7.1831,6.35,0.2394,2.2925,1.1849,10.667
1515,0.6002,9.5945,7.54,12.84,3.0848,0.1825,2.0139,6.2553,5.2634,1.9931,745.8558,5.2692,8.44,0.4007,2.8748,1.5713,18.1222
1516,0.5537,9.5777,5.36,14.78,3.4522,0.1692,1.6669,5.7816,3.8443,2.2949,748.0995,5.9099,5.48,0.3891,1.9077,1.0187,17.8379
1517,0.4142,10.1791,6.91,13.04,2.7625,0.1276,1.8185,4.0692,4.6923,2.0173,743.5936,4.7635,7.47,0.222,2.5609,1.3911,11.8876
1518,0.4788,9.6139,6.36,13.55,3.8246,0.1476,1.8421,4.9804,4.6682,2.1184,746.0321,6.7805,5.4,0.2039,1.8036,1.0106,12.833
