,F153,F157,F159,F198,F200,F201,F21,F252,F26,F273,F292,F319,F32,F33,F334,F34,F345,F35,F39,F407,F411,F426,F470,F471,F474,F476,F524,F525,F550,F551,F553,F554,F556,F557,F569,F574,F578,F72
1306,0.01,,526.0,0.288,13.05,7.12,-5357.5,4.3819,2.0062,24.4466,,4.8563,84.4782,9.2064,0.0923,50.6402,3.4126,64.0409,119.1878,0.8886,3.558,1.0226,2.6672,10.6318,33.4887,14.8646,7.4664,6.7847,14.53,1.33,6.7381,0.5058,3.6251,1.8156,37.8885,2.5755,,157.8055
1307,0.0137,,418.0,0.649,14.04,15.18,-5070.75,3.8654,1.9475,19.0034,,8.1099,84.9605,9.0744,0.1869,50.8538,5.3956,64.2376,119.4514,1.0881,2.51,1.421,6.3992,22.531,84.3014,32.9963,6.7801,5.9029,24.17,0.69,10.8458,0.3004,5.8963,0.9246,29.215,3.609,0.023,150.5415
1308,0.0271,,1037.0,0.54,13.01,9.68,-5421.75,2.9948,1.9803,20.5936,,4.6784,86.1541,8.9036,0.1641,50.6667,,64.0553,118.1242,1.2977,2.8908,2.8534,5.0839,5.6721,51.1273,8.8664,5.1737,6.6354,16.69,0.81,6.968,0.3033,4.1219,1.1197,36.4279,142.1606,,
1309,0.0088,,392.0,1.58,19.79,7.7,-5311.25,4.2591,1.9865,20.5936,,9.065,86.3898,8.5735,0.4322,50.6763,6.485,64.0188,115.8498,0.8886,2.8908,0.9052,15.2048,19.005,38.1758,27.709,7.2451,5.7828,23.39,0.74,10.3554,0.2859,5.7245,1.0075,31.6136,3.6722,,148.9452
1310,0.0126,,2199.0,0.524,12.68,6.46,-5207.25,3.9277,1.9905,20.5936,,8.6156,85.5439,8.6556,0.1431,50.8214,,64.2946,118.1824,1.2977,2.8908,1.2968,5.091,5.6573,22.3308,15.351,6.5107,6.4324,15.03,1.27,6.9715,0.5837,3.7957,1.7151,11.9485,110.1081,0.0259,
1311,0.005,,533.0,0.314,17.56,10.49,-5594.5,2.3188,1.9768,19.8839,,9.6678,84.7391,9.534,0.0932,50.6315,5.5749,64.0518,118.9808,1.0881,2.4537,0.5135,3.1002,11.4389,60.7701,16.0744,3.9051,5.547,16.68,1.0,7.9257,0.3979,4.1683,1.3564,21.4524,1.9029,,157.3696
1312,0.0119,,901.0,1.084,17.81,8.46,-5349.25,3.0287,2.006,20.5936,,4.4614,84.7632,9.0402,0.2995,50.6105,4.5212,63.9938,119.6524,1.2977,2.8908,1.2304,10.3176,4.5941,36.3479,19.1215,5.3008,7.5722,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.987,138.3859,,167.1781
1313,0.0146,,1086.0,0.262,27.39,15.22,-5337.75,4.519,1.9897,20.5936,,9.6963,86.1541,8.9036,0.0761,50.6667,,64.0553,118.1242,1.2977,2.8908,1.507,2.5835,19.1223,59.28,21.7227,7.7395,6.6881,15.97,0.42,7.2991,0.1667,4.0456,0.5793,15.4662,2.7235,,
1314,0.0113,,734.0,0.443,14.5,4.24,-5424.5,4.2929,2.0063,20.7667,,8.643,84.4782,9.2064,0.1434,50.6402,3.9251,64.0409,119.1878,1.2977,2.5213,1.1613,4.3589,7.9448,24.4589,9.1071,7.4061,5.0795,8.18,0.83,3.6529,0.3415,2.0365,1.1365,27.4373,3.609,0.0098,157.0085
1315,0.009,,393.0,0.642,18.77,13.77,-5092.25,4.7019,1.997,19.1733,,9.1769,84.02,8.7187,0.2315,50.8514,,64.3975,117.979,1.0179,2.4696,0.9273,6.3954,19.5795,48.2027,20.7184,7.8175,5.6337,20.32,0.67,9.0995,0.2701,4.997,0.897,15.4662,2.6162,,
1316,0.0242,,1056.0,0.483,13.29,8.17,-5440.5,2.1879,2.0213,19.1733,,4.3003,84.0399,8.7646,0.1371,50.7311,,64.2307,117.8534,1.0179,2.4696,2.5328,4.5233,7.7659,56.953,13.3785,3.8031,7.5268,17.58,1.61,8.3638,0.6664,4.3227,2.179,31.1285,2.596,0.0196,
1317,0.0128,,1004.0,0.814,18.51,11.39,-5412.75,1.5974,1.9773,20.2072,,10.2209,83.4425,8.2914,0.2084,50.4962,5.4832,64.6693,118.4178,0.9557,2.5625,1.3182,8.0952,15.5898,35.2292,28.6328,2.6957,6.502,18.06,0.91,7.5561,0.3285,4.402,1.2385,15.4662,2.1791,0.0232,153.6425
1318,0.0083,,777.0,0.542,12.12,7.8,-5731.25,3.4914,1.9675,19.1733,,3.8972,84.0399,8.7646,0.1541,50.7311,,64.2307,117.8534,1.0179,2.4696,0.8479,5.0165,9.0799,48.6497,13.13,5.7085,7.3111,14.53,1.33,6.7381,0.5058,3.6251,1.8156,56.125,2.596,0.0382,
1319,0.0119,,190.0,0.424,20.57,5.06,-5200.25,2.9639,1.9505,19.0034,,9.571,84.5275,9.1526,0.1316,50.6295,6.0041,63.9818,119.2766,0.4645,2.51,1.2286,4.1518,6.8712,24.9664,12.4735,5.0304,7.0555,19.2,1.31,8.9369,0.5617,4.6737,1.7725,21.7489,3.609,,154.0356
1320,0.0124,,276.0,0.574,19.41,10.53,-5415.25,2.5614,1.9943,34.7921,,5.564,85.9501,9.7137,0.1948,50.8506,,64.3577,119.3812,0.9557,3.9489,1.272,5.4737,4.9107,43.9646,15.3329,4.4334,6.8422,18.45,0.53,7.8827,0.2073,4.655,0.7271,31.3264,2.7254,0.0065,
1321,0.0129,,417.0,0.624,24.19,7.48,-5156.5,3.406,1.99,19.8839,,10.3331,86.8634,8.4537,0.1789,50.6902,4.6401,64.0411,117.817,0.9557,2.4537,1.33,6.2481,12.9198,26.6954,16.8459,5.8579,6.1925,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,3.1572,0.023,161.1214
1322,0.0082,,318.0,0.273,13.3,3.87,-5419.75,1.792,1.9645,19.1733,,8.8706,85.3996,8.2345,0.093,50.4069,4.7854,64.3522,118.2354,1.0179,2.4696,0.8378,2.6336,7.6311,29.6661,12.7186,3.0706,7.6841,17.31,0.47,8.0343,0.1888,4.3198,0.6399,17.8449,2.5755,,157.4439
1323,0.0239,,1243.0,0.628,14.78,6.37,-5470.0,4.0955,2.0133,20.7667,,4.1997,84.4782,9.2064,0.1816,50.6402,3.5202,64.0409,119.1878,1.0179,2.5213,2.4909,5.7872,8.9801,46.6144,8.7236,7.0633,6.1075,14.53,1.33,6.7381,0.5058,3.6251,1.8156,36.0394,2.5755,,156.5138
1324,0.058,,857.0,0.162,18.98,3.91,-5645.0,3.9099,1.9933,21.785,,8.3342,84.3441,8.9833,0.0616,50.6379,,64.7846,119.6042,2.823,2.4853,6.0108,1.5222,4.6125,25.4454,13.2715,6.6354,5.2626,16.23,0.87,7.0941,0.3417,4.0671,1.1829,18.9862,3.6826,,
1325,0.0065,,927.0,0.509,15.74,11.06,-5399.75,3.9654,1.997,19.0845,,10.3493,84.6927,8.8973,0.1631,50.6504,,64.1619,118.1776,1.3081,2.4605,0.6693,5.0638,15.7001,33.914,28.5856,6.6993,2.3504,19.01,0.36,8.4397,0.132,4.6757,0.4934,15.4662,1.565,,
1326,0.0118,0.0248,1574.0,0.995,22.22,8.9,-5280.25,4.1181,2.0005,19.0034,0.0076,8.8208,84.7391,9.534,0.3075,50.6315,4.9618,64.0518,118.9808,0.8408,2.51,1.2166,9.9057,10.2124,61.4351,11.7986,7.0036,5.3676,14.82,1.31,5.8287,0.5338,3.6763,1.7649,15.4662,2.5755,,160.1295
1327,0.0152,,663.0,0.459,14.34,7.52,-4921.0,4.3051,2.002,19.8839,,9.9051,86.1541,8.9036,0.1338,50.6667,,64.0553,118.1242,1.4211,2.4537,1.5696,4.4523,14.0996,31.5474,10.5314,7.2899,3.7684,20.99,1.04,8.7934,0.4836,5.1944,1.4596,15.4662,1.565,,
1328,0.0052,,1041.0,0.338,19.02,3.4,-5554.25,3.6414,1.969,19.0845,,6.6812,84.6927,8.8973,0.1131,50.6504,,64.1619,118.1776,1.3081,2.4605,0.5301,3.2219,7.3641,17.3625,14.6332,6.2153,3.5135,20.51,0.93,8.9432,0.3522,5.0411,1.294,15.4662,111.2887,,
1329,0.0093,,437.0,0.909,17.33,11.27,-5284.0,3.9611,2.0227,23.832,,9.6735,86.1541,8.9036,0.2899,50.6667,,64.0553,118.1242,1.0892,3.3101,0.9586,9.0431,18.4004,37.6669,33.9867,6.8363,4.8594,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,1.565,,
1330,0.0078,,469.0,0.444,19.47,3.6,-5396.75,4.3688,1.9837,20.7667,,8.6661,84.9605,9.0744,0.1379,50.8538,3.9631,64.2376,119.4514,1.0179,2.5213,0.8028,4.2552,9.198,23.0518,13.7122,7.4614,4.1558,15.67,1.17,7.7549,0.4886,3.9108,1.5972,15.4662,3.609,,152.0088
1331,0.0117,,341.0,0.325,22.71,4.97,-5048.5,3.8371,1.98,22.9282,,8.39,84.5275,9.1526,0.1234,50.6295,4.636,63.9818,119.2766,1.4106,3.2793,1.2019,3.1427,6.7251,19.1014,10.7854,6.622,5.5029,15.57,1.64,7.0338,0.6006,3.8661,2.1874,18.5318,2.5755,,150.8737
1332,0.0093,,399.0,0.991,23.35,9.73,-5489.75,4.1735,1.97,22.9282,,4.6626,84.8754,9.1637,0.3569,50.555,,64.7823,119.2618,1.4106,3.2793,0.9544,9.8663,4.5548,40.5162,22.7666,7.1076,5.1025,14.53,1.33,6.7381,0.5058,3.6251,1.8156,37.6347,2.645,,
1333,0.0059,,392.0,0.413,10.14,4.34,-5673.5,1.5598,1.9885,21.2136,,3.9511,84.1477,9.7571,0.1209,50.3834,4.2046,64.331,120.4224,1.4106,2.6287,0.6001,3.8904,10.6741,33.4841,13.873,2.6916,6.794,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,3.7527,,162.7026
1334,0.0053,,837.0,0.361,15.85,5.03,-5652.0,4.7507,2.001,21.0173,,9.629,85.8815,8.7609,0.0982,50.6508,,64.2677,116.3708,1.4106,2.5268,0.5438,3.5282,12.8202,29.1261,17.956,8.0831,7.3966,17.26,1.45,7.828,0.6191,4.2012,1.9321,7.9929,2.1791,,
1335,0.0076,,803.0,0.409,10.65,6.02,-5467.75,1.5328,1.99,22.9282,,4.5119,83.6845,8.1409,0.126,50.5119,,64.6358,118.1104,1.1092,3.2793,0.7816,3.8978,8.7699,26.7658,12.6661,2.6544,8.1833,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.3442,138.3859,,
1336,0.0072,,721.0,0.287,16.47,5.62,-5377.0,2.4768,1.9545,22.9282,,7.3351,84.5612,9.088,0.0801,50.6366,,64.8393,119.1598,0.8988,3.2793,0.7382,2.8017,2.814,26.0911,13.7283,4.1522,4.5827,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.7912,3.0501,0.0328,
1337,0.0085,,1213.0,0.508,11.87,8.57,-5311.0,4.4257,2.0057,19.1733,,3.6948,84.5612,9.088,0.1477,50.6366,,64.8393,119.1598,1.1092,2.4696,0.87,4.6785,10.5799,35.0835,10.4005,7.5578,8.7006,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,142.1606,0.0239,
1338,0.0065,,975.0,0.502,11.94,7.4,-5425.5,2.638,1.992,21.2136,,4.3255,84.3147,9.6515,0.1737,50.3661,3.0759,64.2547,120.722,1.4106,2.6287,0.6632,4.715,7.026,32.453,10.6313,4.5204,7.3187,18.4,0.66,8.7483,0.2365,4.5903,0.921,21.6591,138.3859,,163.8365
1339,0.0122,,649.0,0.568,15.1,12.98,-5439.25,1.5358,1.9935,22.9282,,5.0539,85.04,8.8097,0.1776,50.3142,,64.1009,119.0374,1.1092,3.2793,1.2528,5.5336,4.121,57.2396,17.1657,2.6219,7.5199,19.07,1.91,8.6435,0.7121,4.7748,2.6281,32.5592,2.6162,0.0346,
1340,0.0141,,499.0,0.594,18.89,15.74,-5361.75,3.4014,1.9917,21.2136,,9.1733,84.3147,9.6515,0.1938,50.3661,5.8566,64.2547,120.722,1.1092,2.6287,1.4533,5.8544,20.1851,41.8365,12.7414,5.7972,8.8772,20.53,0.99,8.8148,0.363,5.0954,1.3178,27.2703,2.596,,154.7086
1341,0.0161,,784.0,0.554,16.41,13.09,-5506.5,1.7243,1.9977,19.7442,,5.323,85.4593,8.7326,0.1679,50.6296,,63.9602,118.6382,1.1092,2.2872,1.6628,5.2881,3.7301,60.2722,14.6661,3.0616,4.0599,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.7404,,
1342,0.0063,,620.0,0.82,20.73,8.07,-5475.5,3.8663,2.0115,18.5881,,4.2343,86.899,9.3181,0.2332,50.7948,,64.1792,118.7162,0.8886,2.2257,0.6411,7.493,5.4472,42.8674,17.7223,6.6798,3.5243,22.45,1.46,9.2416,0.6052,5.5477,2.038,15.4662,3.6722,,
1343,0.0057,,910.0,0.228,17.5,9.35,-5486.5,1.6506,2.0045,21.0143,,7.1092,85.549,8.7556,0.0702,50.6729,,64.0533,118.0222,1.2292,2.8091,0.5787,2.2349,6.8496,64.0675,7.6479,2.8378,3.4108,14.53,1.33,6.7381,0.5058,3.6251,1.8156,25.491,2.9281,,
1344,0.0069,,309.0,0.408,7.33,11.05,-5546.0,2.7488,2.0085,21.0173,,3.8933,84.9605,9.0744,0.1102,50.8538,2.687,64.2376,119.4514,0.8988,2.5268,0.7004,3.7925,6.3337,68.5864,13.4122,4.51,8.7726,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.6162,,157.4775
1345,0.0072,,316.0,0.897,8.16,9.24,-5285.0,2.095,1.9923,22.9282,,4.1662,85.4577,8.2061,0.2522,50.425,,64.4522,117.823,1.1092,3.2793,0.7401,8.5975,6.2203,54.3288,14.9076,3.6366,5.8022,16.73,0.44,7.7062,0.167,4.1613,0.6138,15.4662,2.8189,0.0498,
1346,0.0093,,702.0,1.164,20.89,15.52,-5312.75,4.6276,1.9865,21.0173,,4.8696,85.9331,8.8215,0.32,50.6088,,64.054,118.5238,1.1092,2.5268,0.9553,11.1545,5.1293,78.1942,19.2807,8.116,5.1923,14.53,1.33,6.7381,0.5058,3.6251,1.8156,13.1858,2.645,,
1347,0.0077,,582.0,0.427,13.73,6.47,-5260.25,4.1995,2.0088,22.9282,,4.3598,84.078,8.9605,0.1294,50.1756,,64.1054,120.319,1.1092,3.2793,0.7915,3.9888,9.9655,38.8051,6.7947,6.8771,3.8098,20.4,1.0,8.7735,0.4168,5.1065,1.3259,15.4662,110.1081,0.0097,
1348,0.0139,,862.0,0.773,8.0,4.39,-5445.25,2.424,1.989,22.9282,,7.6645,85.5439,8.6556,0.2134,50.8214,,64.2946,118.1824,1.1092,3.2793,1.4331,7.5281,6.2475,25.5774,7.1756,4.0218,2.9152,21.77,1.1,9.1999,0.4518,5.3644,1.5426,15.4662,2.6162,,
1349,0.007,,655.0,0.505,10.84,7.29,-5431.75,2.7475,1.9805,19.7442,,3.6871,85.4772,8.324,0.1324,50.4285,,64.4464,117.8846,1.2208,2.2872,0.7163,4.6773,9.6712,35.4307,17.6255,4.7162,5.2751,15.98,0.73,7.5433,0.2714,3.9433,0.9942,20.8476,138.3859,,
1350,0.0189,,573.0,0.291,14.5,5.31,-5483.0,1.7186,1.9457,19.7442,,8.7124,84.5612,9.088,0.0863,50.6366,,64.8393,119.1598,1.2208,2.2872,1.9612,2.8239,8.6401,24.0487,9.4925,3.0107,4.8026,21.25,1.62,9.2077,0.6813,5.2367,2.2047,15.4662,3.4925,-0.006,
1351,0.0097,,1400.0,0.585,15.5,8.34,-5149.0,2.5557,2.0055,21.0173,,3.6528,85.4577,8.2061,0.161,50.425,,64.4522,117.823,0.8988,2.5268,0.9923,5.4196,7.9487,31.7547,14.504,4.3647,8.4193,14.53,1.33,6.7381,0.5058,3.6251,1.8156,18.1671,138.3859,,
1352,0.017,,740.0,0.232,10.28,4.82,-5398.75,2.6967,1.9943,19.5297,,7.8015,84.8754,9.1637,0.0828,50.555,,64.7823,119.2618,1.2208,2.3759,1.7586,2.2507,5.2207,15.8308,13.7103,4.493,3.9566,15.85,1.21,6.6792,0.4465,3.8944,1.6134,27.316,3.4925,,
1353,0.0079,,1342.0,0.965,20.2,6.97,-5238.0,2.5527,1.9805,21.2136,,4.4202,84.5275,9.1526,0.2692,50.6295,5.2424,63.9818,119.2766,0.8988,2.6287,0.8079,9.1616,5.7929,36.0644,23.3461,4.3847,5.9883,21.81,1.12,10.3922,0.41,5.4327,1.466,9.3125,138.3859,,167.2731
1354,0.0151,,1020.0,0.75,12.62,10.52,-5305.25,4.4717,1.9875,22.0636,,4.8461,84.5275,9.1526,0.2145,50.6295,4.3959,63.9818,119.2766,1.6998,2.8417,1.5604,7.2644,5.2334,51.1493,13.3506,7.89,7.7118,19.47,0.89,9.0934,0.381,4.8481,1.2133,14.9011,2.7404,,168.5024
1355,0.0071,,723.0,0.781,14.8,3.81,-5516.5,2.481,1.9975,19.5297,,7.9463,84.7662,9.1141,0.2185,50.6253,,64.8052,119.187,1.4147,2.3759,0.7292,7.6683,4.8561,19.8264,12.3133,4.2864,4.0207,,,,,,,22.7307,3.491,,
1356,0.0063,,405.0,0.883,14.91,8.87,-5206.0,1.5499,1.9875,21.2136,,3.863,84.4782,9.2064,0.2378,50.6402,4.1042,64.0409,119.1878,0.8988,2.6287,0.6449,8.2273,7.0599,58.8866,14.3915,2.6914,5.4351,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.5755,0.0077,155.9053
1357,0.0137,,3307.0,0.475,19.75,4.5,-4977.5,3.1787,2.0032,21.0173,,8.7352,84.3147,9.6515,0.1396,50.3661,4.9912,64.2547,120.722,1.1612,2.5268,1.4141,4.5733,7.683,15.5828,12.4781,5.19,4.9287,18.94,0.54,8.8535,0.2457,4.7117,0.7314,15.4662,3.609,,153.196
1358,0.0068,,574.0,0.47,16.51,11.9,-5404.5,4.734,2.0042,22.0636,,5.0504,85.9331,8.8215,0.1517,50.6088,,64.054,118.5238,1.4147,2.8417,0.6995,4.4798,4.4543,66.636,13.7067,8.3113,3.3112,13.78,1.66,7.0785,0.6261,3.5142,2.2414,33.3468,2.645,,
1359,0.0166,,814.0,0.997,14.48,11.97,-5241.0,2.5213,1.9863,22.0636,,10.0369,84.6927,8.8973,0.3724,50.6504,,64.1619,118.1776,1.2208,2.8417,1.7148,10.0166,17.1332,42.621,28.4955,4.2062,7.2075,17.61,1.33,7.7175,0.5536,4.3008,1.8459,34.7443,3.0501,,
1360,0.0163,,1150.0,0.739,19.73,10.22,-5393.5,2.6405,2.0013,19.7442,,5.1882,85.1404,8.627,0.2328,50.6212,,64.0218,118.284,1.2208,2.2872,1.6889,7.042,5.5842,44.6021,9.5566,4.5495,5.6044,21.06,0.66,8.3579,0.2413,5.1441,0.9035,15.4662,2.7404,,
1361,0.0146,,651.0,1.318,17.4,8.45,-5422.75,2.3968,1.953,19.7442,,4.4051,85.9331,8.8215,0.3562,50.6088,,64.054,118.5238,1.4147,2.2872,1.5108,12.6878,5.9403,28.9859,14.2385,4.1375,3.4385,14.53,1.33,6.7381,0.5058,3.6251,1.8156,29.6115,3.4925,,
1362,0.0076,,2356.0,0.292,10.54,7.95,-5130.75,2.1652,1.9842,22.9282,,8.6381,83.3424,8.7786,0.1112,50.194,,64.2226,120.5418,1.4147,3.2793,0.7763,2.8609,6.0348,44.4064,14.2953,3.7357,3.3529,14.53,1.33,6.7381,0.5058,3.6251,1.8156,21.458,138.3859,0.0182,
1363,0.013,,804.0,1.092,25.28,8.49,-5392.25,3.5528,1.9777,17.6993,,4.4952,84.6724,9.0447,0.3029,50.6192,5.695,64.0033,119.0986,1.357,2.1734,1.3416,10.4481,4.4931,48.7572,9.7787,6.057,8.9354,14.53,1.33,6.7381,0.5058,3.6251,1.8156,28.1405,2.6072,,162.7241
1364,0.0134,,731.0,0.31,23.9,9.48,-5390.0,2.5239,2.0025,23.832,,9.0739,86.899,9.3181,0.1067,50.7948,,64.1792,118.7162,1.1881,3.3101,1.3802,2.9002,8.0142,46.3549,11.5439,4.3081,5.0457,14.53,1.33,6.7381,0.5058,3.6251,1.8156,33.4083,1.8871,,
1365,0.0106,,1411.0,0.763,16.41,16.72,-5274.25,4.098,1.959,21.2136,,9.605,84.3147,9.6515,0.2069,50.3661,6.3533,64.2547,120.722,1.1092,2.6287,1.0939,7.6134,22.3041,62.6032,12.975,7.1594,8.0601,11.55,1.32,5.676,0.5172,2.8811,1.7309,70.9311,2.596,-0.0006,154.8401
1366,0.0057,,1175.0,0.3,17.78,7.91,-5043.5,4.8732,1.9788,22.0636,,8.6076,84.7662,9.1141,0.088,50.6253,,64.8052,119.187,0.8779,2.8417,0.5854,2.9021,7.1316,27.5268,8.2679,8.5913,3.6706,21.32,1.46,9.703,0.5479,5.3597,1.9775,15.4662,2.7655,,
1367,0.0057,,390.0,0.202,10.89,5.9,-5547.5,2.6041,1.9902,22.0636,,7.1103,84.7951,8.9818,0.0598,50.2772,,63.9313,118.9448,0.8779,2.8417,0.5785,1.9714,8.3849,44.6581,4.0114,4.434,14.8401,15.84,1.21,7.1022,0.4596,3.8831,1.6488,15.4662,2.0923,0.0331,
1368,0.0081,,1300.0,0.221,10.89,4.02,-5294.5,4.4904,2.0017,22.0636,,7.6387,84.3147,9.6515,0.0769,50.3661,4.7607,64.2547,120.722,0.8779,2.8417,0.8311,2.1573,4.6107,19.0321,10.8491,8.5035,5.0189,19.49,1.39,9.3155,0.5703,4.8418,1.896,15.4662,3.5115,,149.8727
1369,0.0109,,432.0,0.575,14.23,13.19,-5259.25,4.9187,1.9752,18.8466,,9.1805,86.9432,8.8105,0.1697,50.6086,,64.0283,118.1238,0.8779,2.2132,1.1162,5.7193,17.5013,43.4718,17.5542,8.4317,4.7037,14.53,1.33,6.7381,0.5058,3.6251,1.8156,15.4662,2.596,,
1370,0.0081,,1239.0,0.524,12.64,8.28,-5395.5,2.4414,1.999,19.7442,,4.6372,84.8754,9.1637,0.1453,50.555,,64.7823,119.2618,1.3882,2.2872,0.8337,4.9625,4.9115,37.8285,9.5981,4.2447,6.765,20.64,0.62,8.9932,0.2397,5.0794,0.8427,17.8036,138.3859,,
1371,0.014,,820.0,0.24,17.23,5.59,-5573.75,3.2982,2.0225,22.1347,,7.1589,84.078,8.9605,0.0734,50.1756,,64.1054,120.319,0.8779,2.7594,1.442,2.2986,6.0582,18.879,17.3473,5.4878,6.0216,,,,,,,35.8874,3.4925,0.0236,
1372,0.0178,,1056.0,0.266,18.47,4.84,-5487.0,3.2716,2.0025,19.5297,,7.2035,85.4577,8.2061,0.0816,50.425,,64.4522,117.823,1.3882,2.3759,1.8398,2.5433,2.5414,21.2987,7.9616,5.6501,5.9925,22.1,1.12,9.2272,0.416,5.4563,1.5503,24.6741,3.491,,
1373,0.0115,,318.0,0.332,11.31,4.16,-5364.75,1.4346,2.014,18.8466,,7.6522,85.1404,8.627,0.1248,50.6212,,64.0218,118.284,1.3882,2.2132,1.1776,3.24,7.1437,16.8854,10.0959,2.4774,3.9202,13.83,0.71,6.9844,0.2802,3.3959,0.9898,15.4662,2.596,,
1374,0.0106,,1205.0,1.039,20.97,12.45,-5464.5,1.8073,1.9983,21.0173,,5.1124,84.6724,9.0447,0.3058,50.6192,6.2312,64.0033,119.0986,0.8779,2.5268,1.0894,10.189,6.8757,88.9196,16.6555,3.1153,4.4449,16.57,0.77,7.8672,0.302,4.1334,1.0538,48.6566,2.5755,,167.8308
1375,0.0206,,436.0,0.301,13.8,4.19,-5362.5,1.3747,2.0092,18.8466,,8.7535,85.1404,8.627,0.1071,50.6212,,64.0218,118.284,1.3882,2.2132,2.1399,2.8689,7.479,15.3018,9.7491,2.3676,3.6973,15.65,1.22,7.5641,0.5055,3.9472,1.6698,32.2135,3.4925,,
1376,0.0132,,385.0,0.364,13.31,6.69,-5378.0,2.8171,2.008,19.5297,,8.0962,84.1477,9.7571,0.101,50.3834,6.2737,64.331,120.4224,1.3882,2.3759,1.3582,3.6145,4.7142,28.8371,10.6213,4.7371,5.235,13.34,0.62,6.1559,0.244,3.3191,0.8516,15.4662,3.0501,,155.5736
1377,0.0088,,887.0,0.729,17.84,8.18,-5339.75,2.0689,2.0252,22.9282,,4.0856,84.7662,9.1141,0.215,50.6253,,64.8052,119.187,3.0047,3.2793,0.8991,7.017,8.0991,53.5895,12.3893,3.5959,3.9233,14.53,1.33,6.7381,0.5058,3.6251,1.8156,20.8583,2.596,0.0261,
1378,0.0112,,523.0,0.544,18.39,6.75,-5492.75,2.1057,1.984,21.2136,,4.6825,84.7391,9.534,0.2059,50.6315,4.2896,64.0518,118.9808,3.0047,2.6287,1.1558,5.1913,4.7874,41.0802,7.7012,3.6354,4.4865,16.88,1.09,8.1766,0.3889,4.158,1.4919,31.0015,2.645,0.0025,165.1558
1379,0.009,,1099.0,0.323,21.28,12.97,-5342.0,3.7327,1.964,21.2136,,9.4342,83.914,8.7286,0.102,50.8145,4.7027,64.4394,118.6336,3.0047,2.6287,0.9274,3.1837,15.8973,44.9425,23.3953,6.1868,5.8344,16.91,0.32,7.8733,0.1374,4.1367,0.4473,31.0399,3.609,,154.0816
1380,0.0163,,821.0,0.484,18.91,8.5,-5656.75,2.6906,1.9582,19.7442,,5.3388,85.07,8.3845,0.1369,50.3494,,64.3667,117.5286,1.3882,2.2872,1.6801,4.5498,8.8445,35.4637,9.7357,4.6408,8.5963,21.5,0.77,9.5378,0.3146,5.3384,1.003,15.4662,3.8031,0.0203,
1381,0.0065,,638.0,0.579,16.26,6.63,-5522.0,2.506,1.9748,22.1347,,8.2521,84.8754,9.1637,0.1465,50.555,,64.7823,119.2618,3.0047,2.7594,0.661,5.6503,6.0683,37.2522,11.8163,4.215,6.8147,14.53,1.33,6.7381,0.5058,3.6251,1.8156,26.6292,110.1081,0.0295,
1382,0.0197,,1057.0,0.323,15.87,6.7,-5302.75,1.6911,2.0078,20.4644,,8.5285,83.6845,8.1409,0.0951,50.5119,,64.6358,118.1104,1.3882,2.6096,2.0404,3.136,6.941,37.5549,11.9748,3.0289,6.593,20.34,0.91,9.0199,0.3791,5.0119,1.2363,11.8766,3.4925,,
1383,0.0168,,101.0,1.314,19.09,13.84,-5482.75,1.8733,1.9977,19.2252,,5.1375,84.5612,9.088,0.4818,50.6366,,64.8393,119.1598,3.0047,2.1066,1.7307,12.8149,5.5528,50.6543,23.331,3.405,3.0774,14.53,1.33,6.7381,0.5058,3.6251,1.8156,24.3513,2.7404,,
1384,0.015,,141.0,0.962,12.86,9.49,-6496.75,4.2152,1.7875,21.2775,,5.2426,84.0623,8.9607,0.2734,50.2067,5.4002,64.1176,120.2552,1.3882,2.5735,1.5425,9.2621,7.1074,46.5723,20.3511,7.2296,5.491,22.67,1.21,10.4788,0.5042,5.5826,1.6238,18.3663,3.1224,,164.5445
1385,0.0087,,601.0,0.824,18.23,9.37,-5519.25,3.8062,2.0105,21.2136,,7.8794,84.9605,9.0744,0.2859,50.8538,5.8128,64.2376,119.4514,3.0047,2.6287,0.8871,8.3722,6.6452,31.1258,12.5858,6.5024,5.9658,19.9,1.27,8.8401,0.5455,4.9333,1.7078,15.4662,3.609,,158.0395
1386,0.0089,,460.0,0.425,14.69,10.36,-5414.25,2.5052,1.9795,22.0636,,4.4719,84.4782,9.2064,0.1468,50.6402,4.4337,64.0409,119.1878,1.3882,2.8417,0.9148,3.9799,7.7845,52.1696,8.5721,4.2178,9.2095,18.35,0.69,9.269,0.2923,4.5895,0.9469,15.4662,2.5755,,160.7167
1387,0.0137,,360.0,0.656,14.25,8.13,-6553.5,2.8641,0.6258,19.2238,,4.3111,83.8792,8.6024,0.1645,50.4179,,64.5517,117.5064,0.5734,2.118,1.4108,6.1609,8.2791,54.5136,19.4493,4.6947,8.1028,14.73,1.6,7.5601,0.6678,3.5938,2.2384,22.1622,3.1198,,
